G,1.35,0.10554,0.23,0.06,1.76
G,1.36,0.10734,0.21,0.06,1.79
G,1.38,0.090462,0.2,0.05,1.81
G,1.4,0.092961,0.19,0.05,1.86
G,1.41,0.07438,0.2,0.04,1.86
G,1.38,0.091962,0.18,0.05,1.84
G,1.35,0.11093,0.16,0.06,1.85
G,1.3,0.11213,0.15,0.06,1.87
G,1.25,0.11033,0.14,0.06,1.84
G,1.2,0.091462,0.14,0.05,1.83
G,1.14,0.1266,0.12,0.07,1.81
G,1.08,0.1245,0.11,0.07,1.78
G,1.02,0.13825,0.09,0.08,1.73
G,0.96,0.13506,0.11,0.08,1.69
G,0.89,0.13585,0.09,0.08,1.7
G,0.82,0.13426,0.06,0.08,1.68
G,0.74,0.1492,0.04,0.09,1.66
G,0.67,0.16073,0.04,0.1,1.61
G,0.67,0.15774,0.03,0.1,1.58
G,0.58,0.18436,-0.01,0.12,1.54
G,0.47,0.20513,-0.04,0.14,1.47
G,0.39,0.20094,-0.06,0.14,1.44
G,0.3,0.2122,-0.09,0.15,1.42
G,0.23,0.20772,-0.11,0.15,1.39
G,0.15,0.2103,-0.24,0.16,1.32
G,0.1,0.1853,-0.43,0.15,1.24
G,0.07,0.20133,-1.03,0.17,1.19
G,0.02,0.188,-0.9,0.16,1.18
G,0.03,0.19287,3.89,0.17,1.14
G,0.06,0.18441,3.72,0.17,1.09
G,0.08,0.18798,3.52,0.18,1.05
B,0.1,0.18697,3.45,0.19,0.99
B,0.11,0.18508,3.39,0.19,0.98
B,0.11,0.18675,3.29,0.2,0.94
B,0.11,0.18278,3.31,0.2,0.92
B,0.11,0.18553,3.25,0.21,0.89
B,0.11,0.18344,3.34,0.21,0.88
B,0.12,0.1855,3.2,0.22,0.85
B,0.12,0.18331,3.22,0.22,0.84
B,0.12,0.19492,3.24,0.24,0.82
B,0.12,0.19254,3.28,0.24,0.81
B,0.11,0.2004,3.32,0.25,0.81
B,0.12,0.17022,3.08,0.22,0.78
B,0.11,0.17022,3.13,0.22,0.78
B,0.11,0.18541,3.15,0.24,0.78
B,0.1,0.17782,3.1,0.23,0.78
B,0.1,0.1801,3.05,0.23,0.79
B,0.09,0.1724,3.04,0.22,0.79
B,0.09,0.1626,2.87,0.21,0.78
B,0.08,0.15894,2.87,0.2,0.8
B,0.08,0.16092,2.91,0.2,0.81
B,0.07,0.17094,2.97,0.21,0.82
B,0.06,0.15864,2.7,0.19,0.84
B,0.05,0.16887,2.88,0.2,0.85
B,0.04,0.17928,3.16,0.21,0.86
B,0.03,0.18136,3.67,0.21,0.87
B,0.02,0.18136,3.8,0.21,0.87
B,0,0.18344,-1.41,0.21,0.88
B,0,0.17483,-0.37,0.2,0.88
B,0.01,0.18344,0.15,0.21,0.88
B,0.01,0.17284,0.29,0.2,0.87
B,0.02,0.17284,0.33,0.2,0.87
B,0.02,0.17483,0.38,0.2,0.88
B,0.03,0.17284,0.39,0.2,0.87
B,0.04,0.16431,0.37,0.19,0.87
B,0.04,0.16431,0.35,0.19,0.87
B,0.05,0.16431,0.35,0.19,0.87
B,0.07,0.16242,0.29,0.19,0.86
B,0.09,0.15397,0.26,0.18,0.86
B,0.12,0.15576,0.23,0.18,0.87
B,0.16,0.14179,0.2,0.16,0.89
B,0.21,0.13599,0.19,0.15,0.91
B,0.21,0.13599,0.19,0.15,0.91
B,0.41,0.10978,0.17,0.11,1
B,0.41,0.097837,0.17,0.1,0.98
B,0.61,0.085509,0.14,0.08,1.07
B,0.61,0.074839,0.13,0.07,1.07
B,0.79,0.068359,0.11,0.06,1.14
B,0.79,0.069558,0.11,0.06,1.16
B,0.91,0.072556,0.11,0.06,1.21
B,0.91,0.060975,0.11,0.05,1.22
B,1.02,0.051186,0.1,0.04,1.28
B,1.02,0.038994,0.11,0.03,1.3
B,1.08,0.040194,0.1,0.03,1.34
B,1.08,0.026998,0.1,0.02,1.35
B,1.19,0.028598,0.08,0.02,1.43
B,1.19,0.029198,0.08,0.02,1.46
G,0,12.513,0.06,0.93,15.61
G,0,12.497,0.06,0.93,15.59
G,0.01,0.16556,-2.55,0.04,4.14
G,0,0.16636,0.04,0.04,4.16
G,0.01,0.16356,-2.55,0.04,4.09
G,1.4,0.20791,-0.59,0.05,4.16
G,1.4,0.20941,-0.59,0.05,4.19
G,1.31,0.16716,0.29,0.04,4.18
G,1.34,0.12448,0.53,0.03,4.15
G,1.09,0.082994,0.61,0.02,4.15
G,1.02,0.041099,0.73,0.01,4.11
G,0.84,0.040799,0.72,0.01,4.08
G,0.65,0.040499,0.65,0.01,4.05
G,0.6,0.080195,0.68,0.02,4.01
G,0.57,0,0.76,0,3.96
G,0.51,-0.039199,0.77,-0.01,3.92
G,0.45,-0.038899,1.02,-0.01,3.89
G,0.46,-0.039099,0.9,-0.01,3.91
G,0.44,-0.078195,0.81,-0.02,3.91
G,0.41,-0.077595,0.78,-0.02,3.88
G,0.4,-0.038599,0.67,-0.01,3.86
G,0.4,-0.077195,0.59,-0.02,3.86
G,0.4,-0.076795,0.56,-0.02,3.84
G,0.42,-0.076595,0.5,-0.02,3.83
G,0.44,-0.076395,0.4,-0.02,3.82
G,0.48,-0.076395,0.32,-0.02,3.82
G,0.52,-0.038299,0.24,-0.01,3.83
G,0.58,-0.076595,0.18,-0.02,3.83
G,0.66,-0.038399,0.13,-0.01,3.84
G,0.75,-0.078195,0.15,-0.02,3.91
G,0.84,-0.079595,0.12,-0.02,3.98
G,0.93,-0.080795,0.08,-0.02,4.04
G,1.04,-0.081595,0.06,-0.02,4.08
G,1.19,-0.082794,0.05,-0.02,4.14
G,1.33,-0.084194,0.04,-0.02,4.21
G,1.48,-0.084794,0.04,-0.02,4.24
G,1.55,-0.085394,0.05,-0.02,4.27
G,1.62,-0.086794,0.04,-0.02,4.34
G,1.66,-0.043799,0.03,-0.01,4.38
G,1.65,-0.043999,0.02,-0.01,4.4
G,1.61,-0.043899,0.01,-0.01,4.39
G,1.55,-0.044099,-0,-0.01,4.41
G,1.48,-0.043899,0.01,-0.01,4.39
G,1.39,-0.043799,0.02,-0.01,4.38
G,1.31,-0.043999,0.01,-0.01,4.4
G,1.22,-0.043799,0.03,-0.01,4.38
G,1.13,-0.043499,0.03,-0.01,4.35
G,1.04,0,0,0,4.33
G,0.96,0,-0,0,4.31
G,0.89,-0.042899,-0.02,-0.01,4.29
G,0.83,0,-0.04,0,4.25
G,0.79,0,-0.06,0,4.27
G,0.76,0,-0.04,0,4.25
G,0.77,-0.042399,-0.04,-0.01,4.24
G,0.78,-0.042099,-0.03,-0.01,4.21
G,0.82,-0.042399,-0.01,-0.01,4.24
G,0.85,-0.042399,-0.02,-0.01,4.24
G,0.9,-0.042399,-0.01,-0.01,4.24
G,0.97,-0.042999,-0,-0.01,4.3
G,1.04,-0,-0.03,-0,4.34
G,1.17,-0,-0.04,-0,4.38
G,1.21,0,-0.06,0,4.4
G,1.24,0,-0.07,0,4.43
G,1.19,0.044099,-0.09,0.01,4.41
G,1.15,0.087594,-0.11,0.02,4.38
G,1.09,0.087394,-0.13,0.02,4.37
G,1.08,0.087194,-0.14,0.02,4.36
G,1.19,0.087994,-0.12,0.02,4.4
G,1.27,0.088994,-0.1,0.02,4.45
G,1.33,0.090194,-0.1,0.02,4.51
G,1.36,0.090394,-0.09,0.02,4.52
G,1.3,0.13648,-0.11,0.03,4.55
G,1.28,0.13618,-0.09,0.03,4.54
G,1.27,0.13678,-0.07,0.03,4.56
G,1.25,0.090994,-0.05,0.02,4.55
G,1.18,0.090594,-0.03,0.02,4.53
G,1.14,0.090394,-0.03,0.02,4.52
G,1.09,0.089994,-0.03,0.02,4.5
G,1.03,0.089594,-0.03,0.02,4.48
G,0.97,0.089794,-0.01,0.02,4.49
G,0.92,0.089594,0.01,0.02,4.48
G,0.87,0.088994,0.03,0.02,4.45
G,0.81,0.088394,0.04,0.02,4.42
G,0.76,0.044099,0.05,0.01,4.41
G,0.72,0.087594,0.04,0.02,4.38
G,0.69,0.086994,0.04,0.02,4.35
G,0.7,0.087394,0.05,0.02,4.37
G,0.71,0.043999,0.09,0.01,4.4
G,0.79,0.043899,0.1,0.01,4.39
G,0.9,0.043999,0.15,0.01,4.4
G,1,0.044599,0.16,0.01,4.46
G,1.09,0.044799,0.18,0.01,4.48
G,1.13,0,0.19,0,4.53
G,1.11,0.045299,0.21,0.01,4.53
G,1.13,0,0.22,0,4.54
G,1.14,-0,0.23,-0,4.57
G,1.14,-0,0.24,-0,4.57
G,1.1,0,0.21,0,4.55
G,1.09,-0,0.22,-0,4.56
G,1.06,0,0.22,0,4.54
G,1.09,0,0.22,0,4.53
G,1.1,-0,0.22,-0,4.55
G,1.15,0,0.21,0,4.58
G,1.19,-0,0.22,-0,4.58
G,1.24,-0,0.22,-0,4.63
G,1.26,-0.046799,0.22,-0.01,4.68
G,1.27,-0.046899,0.21,-0.01,4.69
G,1.26,-0.046799,0.21,-0.01,4.68
G,1.24,-0.047099,0.21,-0.01,4.71
G,1.22,-0.046799,0.2,-0.01,4.68
G,1.19,-0,0.2,-0,4.67
G,1.17,-0,0.2,-0,4.7
G,1.13,-0.046599,0.2,-0.01,4.66
G,1.1,-0.046499,0.21,-0.01,4.65
G,1.08,-0,0.21,-0,4.65
G,1.05,-0,0.21,-0,4.65
G,1.03,-0,0.2,-0,4.67
G,1.07,-0,0.18,-0,4.66
G,1.1,-0,0.17,-0,4.67
G,1.15,-0,0.17,-0,4.73
G,1.22,-0,0.16,-0,4.75
G,1.24,-0,0.15,-0,4.8
G,1.32,0,0.12,0,4.84
G,1.38,0,0.1,0,4.86
G,1.45,0,0.08,0,4.92
G,1.49,0.049899,0.07,0.01,4.99
G,1.56,0.050199,0.05,0.01,5.02
G,1.6,0.050599,0.03,0.01,5.06
G,1.59,0.10139,0.02,0.02,5.07
G,1.61,0.10179,0.01,0.02,5.09
G,1.56,0.15238,-0.01,0.03,5.08
G,1.54,0.15388,-0.01,0.03,5.13
G,1.47,0.15358,-0.03,0.03,5.12
G,1.43,0.15328,-0.05,0.03,5.11
G,1.41,0.15358,-0.07,0.03,5.12
G,1.36,0.20435,-0.09,0.04,5.11
G,1.31,0.20435,-0.09,0.04,5.11
G,1.26,0.25439,-0.11,0.05,5.09
G,1.2,0.25339,-0.11,0.05,5.07
G,1.13,0.30282,-0.12,0.06,5.05
G,1.05,0.30162,-0.14,0.06,5.03
G,0.91,0.30162,-0.17,0.06,5.03
G,0.99,0.30102,-0.17,0.06,5.02
G,0.81,0.39718,-0.2,0.08,4.97
G,0.62,0.39398,-0.26,0.08,4.93
G,0.55,0.39078,-0.29,0.08,4.89
G,0.55,0.39078,-0.29,0.08,4.89
G,0.42,0.43232,-0.37,0.09,4.81
G,0.44,0.43142,-0.36,0.09,4.8
G,0.57,0.43321,-0.28,0.09,4.82
G,0.76,0.43771,-0.23,0.09,4.87
G,0.96,0.4413,-0.2,0.09,4.91
G,1.13,0.4467,-0.16,0.09,4.97
G,1.26,0.45389,-0.16,0.09,5.05
G,1.42,0.50915,-0.15,0.1,5.1
G,1.54,0.51314,-0.14,0.1,5.14
G,1.6,0.52013,-0.14,0.1,5.21
G,1.63,0.52512,-0.13,0.1,5.26
G,1.64,0.52512,-0.12,0.1,5.26
G,1.64,0.52812,-0.12,0.1,5.29
G,1,0.50715,-0.17,0.1,5.08
G,0.57,0.49018,-0.25,0.1,4.91
G,0.15,0.47121,-1.54,0.1,4.72
G,0.15,0.47022,-1.97,0.1,4.71
G,0.4,0.47521,-0.39,0.1,4.76
G,0.83,0.4792,-0.2,0.1,4.8
G,1.4,0.48619,-0.13,0.1,4.87
G,1.75,0.4449,-0.11,0.09,4.95
G,1.87,0.45029,-0.1,0.09,5.01
G,1.88,0.45119,-0.09,0.09,5.02
G,1.81,0.45479,-0.09,0.09,5.06
G,1.68,0.45299,-0.09,0.09,5.04
G,1.56,0.40197,-0.1,0.08,5.03
G,1.46,0.40357,-0.1,0.08,5.05
G,1.37,0.45209,-0.11,0.09,5.03
G,1.29,0.45119,-0.11,0.09,5.02
G,1.22,0.45029,-0.11,0.09,5.01
G,1.18,0.40037,-0.1,0.08,5.01
G,1.12,0.40197,-0.08,0.08,5.03
G,1.09,0.35041,-0.07,0.07,5.01
G,1.1,0.34971,-0.05,0.07,5
